,target,data,seq_len
7066,1,although tender touching movie would benefited little dramatic tension editing,10
7067,1,pumpkin takes admirable look hypocrisy political correctness uneven tone never know humor ends tragedy begins,15
7068,0,gleefully thumpingly hyperbolic terms covers every cliche compendium crass jaded movie types phony baloney movie biz,16
7069,1,irresistible combination rousing good story set truly grand scale,9
7070,1,collateral damage trash earns extra points acting n't,8
7071,0,despite comic sparks welcome collinwood never catches fire,8
7072,0,broad melodramatic estrogen opera 's pretty toxic right,8
7073,0,arguably year 's silliest incoherent movie,6
7074,1,bogdanovich tantalizes offering peep show lives era 's creme de la celluloid,12
7075,0,squandering opportunity make absurdist observations burns gets caught rush slapstick thoroughfare,11
7076,1,13 conversations one thing intelligent flick examines many different ideas happiness guilt intriguing bit storytelling,15
7077,1,beautifully reclaiming story carmen recreating african idiom,7
7078,0,portentous pretentious weight water appropriately titled given heavy handedness drama,10
7079,0,glazed tawdry b movie scum,5
7080,1,wo n't look religious fanatics backyard sheds way,8
7081,1,slick skillful little horror film,5
7082,0,'yes 's right 's forrest gump angel death ',9
7083,0,dark comedy goes sick demented humor simply movie without intent,10
7084,1,despite quieter middle section involving aragorn 's dreams arwen even better fellowship scenes cinematic perfection steal heart away,18
7085,1,come away film overwhelmed hopeful perhaps paradoxically illuminated,8
7086,1,young smart talent wise,4
7087,0,god help poor woman attal insecure real life fictional yvan 's neuroses aggravating enough exhaust patience even understanding spouse,19
7088,0,result solemn horrifying yet strangely detached,6
7089,0,vile incoherent mess scummy ripoff david cronenberg 's brilliant 'videodrome ',11
7090,0,'s repetition creativity throughout movie,5
7091,0,biggest problem sluggish pace never really see esther blossom actress even though talent supposed growing,15
7092,1,wonderful character based comedy,4
7093,1,locals get kick spotting cleveland sites rest world enjoy fast paced comedy quirks might make award winning coen brothers envious,20
7094,1,even n't understand earth going movie stimulate hours post viewing discussion reminded,12
7095,0,afterschool special without courage convictions,5
7096,0,barely manages seconds seemingly eternal running time pique interest imagination empathy anything really save disgust indifference,16
7097,0,movie laughter self exploitation merge jolly soft porn 'empowerment ',10
7098,0,showtime 's starry cast could asset detriment trek 'plex predisposed like probably enjoy ticket buyers great expectations wind glum mr de niro,22
7099,1,n't many films simultaneously funny offbeat heartwarming without thick shmear goo least elling manages three quite well making one year 's enjoyable releases,23
7100,1,last kiss probably never achieve popularity big fat greek wedding provocative central wedding sequence far impact,16
7101,1,exercise chilling style twohy films sub inside eye preserving sense mystery,11
7102,0,clunky busy ribbing truly entertaining,5
7103,0,'s heavy stench 'been done ' hanging film 's everything 'd expect nothing,13
7104,1,establishes ominous mood tension swiftly suspense never rises higher level nevertheless maintained throughout,13
7105,1,often gruelling heartbreaking witness seldahl wollter 's sterling performances raise far level usual maudlin disease movie,16
7106,1,taymor utilizes idea making kahlo 's art living breathing part movie often catapulting artist work n't new idea 's done never vividly much passion,24
7107,0,villeneuve spends much time wallowing bibi 's generic angst lot shots gazing windows,13
7108,0,comes alive switches gears sentimental,5
7109,0,mostly tired retread several mob tales,6
7110,1,something appears lost translation time importance earnest movie seems missing great deal acerbic repartee play,15
7111,0,starts promisingly disintegrates dreary humorless soap opera,7
7112,0,movie impressed solemn insights work much entertainment value,8
7113,0,skip dreck rent animal house go back source,8
7114,1,good entirely fresh look war,5
7115,0,portray modern women way director davis done unthinkable,8
7116,1,perhaps 's cliche call film 'refreshing ' 'drumline ' shows level young black manhood funny touching smart complicated,18
7117,1,turntable outselling electric guitar,4
7118,1,'s kind movie aside robert altman spike lee coen brothers others moviemakers n't make often enough,16
7119,0,guess goes show give filmmaker unlimited amount phony blood nothing good happen,12
7120,0,anemic chronicle money grubbing new yorkers serial loveless hook ups,10
7121,1,slightly flawed fairly unbelievable finale everything else top shelf,9
7122,0,new rollerball sense sensibility overrun characterized robotic sentiment,8
7123,0,chelsea walls case many chefs fussing weak recipe,8
7124,0,matter slice mark wahlberg thandie newton hepburn grant two cinematic icons chemistry galore,13
7125,1,makes killed father compelling besides terrific performances fontaine 's willingness wander dark areas parent child relationships without flinching,18
7126,0,movie asks feel sorry mick jagger 's sex life already one strike,12
7127,0,efforts star kline lend dignity dumb story naught,8
7128,0,weirdly broomfield compelling new material n't unveil end endless scenes wheedling reluctant witnesses pointing camera smeared windshield rental car,19
7129,1,drug abuse infidelity death n't usually comedy fare turpin 's film allows us chuckle angst,15
7130,1,imax made strap pair 3 d goggles shut real world take vicarious voyage last frontier space,16
7131,0,camouflage carvey considering paper bag wear head goes public avoid recognized man bilked unsuspecting moviegoers,15
7132,0,although several truly jolting scares 's also abundance hackneyed dialogue silly satanic business shake severed limb,16
7133,1,smith 's approach never tease except gently way makes us consider eccentricities expressed homes,14
7134,1,bottom line piece works brilliantly,5
7135,1,jagger stoppard director michael apted deliver riveting surprisingly romantic ride,10
7136,0,standard crime drama fare instantly forgettable thoroughly dull,8
7137,1,romantic comedy enriched sharp eye manners mores,7
7138,0,plays like series vignettes clips film still looking common through line,11
7139,1,film 's messages tolerance diversity n't particularly original one ca n't help drawn sympathetic characters,15
7140,0,everyone 's blame,3
7141,0,characters still need function according set believable comprehensible impulses matter many drugs much artistic license avary employs,17
7142,1,marvellous journey childhood idealism adolescent self absorption,7
7143,1,compelling portrait moral emptiness,4
7144,1,best occurs often michael moore 's bowling columbine rekindles muckraking soul searching spirit 'are sick society ' journalism 1960s,19
7145,1,powder blues sun splashed whites tunis make alluring backdrop sensuous spirited tale prim widow finds unlikely release belly dancing clubs,20
7146,1,fathers sons uneasy bonds rarely received sophisticated unsentimental treatment big screen marvelous film,13
7147,1,open ended composed layer upon layer talk cinephile 's feast invitation countless interpretations,13
7148,1,examines explosive subject matter nonjudgmentally wiseman 's previous studies inner city high schools hospitals courts welfare centers,17
7149,0,boring masquerade ball normally good actors even kingsley made look bad,11
7150,1,waydowntown means perfect film boasts huge charm factor smacks originality,10
7151,0,mib ii movie makes possible viewer doze minutes make several runs concession stand and or restroom feel missed anything 's relatively nothing happens,23
7152,1,compelling moving film respects audience source material,7
7153,1,work filmmaker secrets buried heart story knows take time revealing strange occurrences build mind viewer take extreme urgency,18
7154,1,gentle comic treatment adolescent sturm und drang please fans chris fuhrman 's posthumously published cult novel,16
7155,1,stuart 's poor me persona needs whole bunch snowball 's cynicism cut sugar coating falcon arrives skies manhattan adventure red alert,21
7156,1,absorbing disturbing perhaps disturbing originally intended little clarity would gone long way,12
7157,0,annals movies films odd inexplicable unpleasant,6
7158,0,n't expect subtlety latest entry increasingly threadbare gross out comedy cycle,11
7159,1,one best understated performances jack nicholson 's career,8
7160,0,far enjoyable predecessor,3
7161,0,best 's black hawk heart worst 's rambo meets john ford,11
7162,0,complications 's surprisingly predictable,4
7163,0,stale first act scrooge story blatant product placement good comedic songs strong finish dumb fart jokes,16
7164,1,powerful telling story examines forbidden love racial tension issues valid today 1950s,12
7165,0,pretensions disposable story sink movie diesel n't actor save,9
7166,0,lee treats audience way jim brown treats women dumb credulous unassuming subordinate subjects lee seems expectant adoring wide smiling reception,20
7167,1,stephen earnhart 's homespun documentary mule skinner blues nothing love posse trailer park denizens,14
7168,1,maggie smith ya ya member o2 tank absolutely crack crass gasp gas verbal deportment,14
7169,0,chateau less concerned cultural political issues doting eccentric characters,9
7170,1,ultimately repellent fully endear american art house audiences notable stylistic austerity forcefulness,12
7171,0,hip hop rarely comes alive fire breathing entity picture,9
7172,1,despite old hat set up predictable plot empire still enough moments keep entertaining,13
7173,1,terrific insider look star making machinery tinseltown,7
7174,1,'s demented kitsch mess although smeary digital video match muddled narrative 's savvy celebrity guts energy much open year,19
7175,1,rare movie makes us re assess basis lives evaluate truly world meaningless activity,13
7176,0,feels inmates actually taken asylum,5
7177,1,elegant work food love consistently engaging revealing,7
7178,0,looks much like cartoon end simpsons ever,7
7179,1,warnings resist temptation film blunt challenging offer easy rewards staying clean,11
7180,1,surreal gilliam esque film also troubling interpretation ecclesiastes rewarding work art patient challenge hungry moviegoers,15
7181,0,'s mildly interesting ponder peculiar american style justice plays 's muddled derivative bother thinking,14
7182,1,'s ambitious film ambitious films problems whole 're gon na like movie,12
7183,0,gere gives good performance film n't merit,7
7184,0,movie suffers two fatal ailments dearth vitality story 's shapeless uninflected,11
7185,0,painfully slow cliche ridden film filled holes clyde barrow 's car,11
7186,1,cq 's reflection artists love cinema and self suggests nothing less new voice deserves considered possible successor best european directors,20
7187,0,even hastily amateurishly drawn animation engage,6
7188,0,like schindler 's list grey zone attempts grandiloquent ends merely pretentious grisly sort way,14
7189,1,denis co writer michele petin 's impeccable screenplay penetrates rawness unflinching tantalizing lead provocatuers testud parmentier give superlative performances,19
7190,0,predictable stereotypical little b movie,5
7191,0,'s one thing root expulsion everyone,6
7192,1,blessed two fine nuanced lead performances,6
7193,1,without ever becoming didactic director carlos carrera expertly weaves novelistic story entangled interrelationships complex morality,15
7194,1,gift anyone loves dance cinema,5
7195,1,'s cute frissons discovery humor chaplin kidman keep nicely wound clock ticking humming,13
7196,1,mr zhang 's subject matter degree least quintessentially american approach storytelling might called iranian,14
7197,1,brisk reverent subtly different sequel,5
7198,1,beautifully observed character piece,4
7199,0,better understand n't connect would require another viewing wo n't sitting one commentary enough,14
7200,1,recalls quiet freak outs like l'avventura repulsion,7
7201,0,'s hard know whether recommend film every thing right 's least one occasionally two things gets ever wrong,18
7202,1,little question serious work important director something new say flip flop courtship often reel playing,15
7203,1,villainous vampires cup blood blade 2 definitely cut rest,9
7204,1,strike yang 's similarly themed yi yi found time engaging emotional level funnier whole less detached,16
7205,0,shapeless blob desperate entertainment,4
7206,1,'re part targeted audience 'll cheer otherwise maybe,8
7207,1,like mike n't going make box office money makes michael jordan jealous cute moments funny scenes hits target audience young bow wow fans nothing net,25
7208,0,strictly 'guy 's film ' worst sense expression,8
7209,1,one of a kind near masterpiece,6
7210,1,one nearly dreadful expected fact 's quite fun places,9
7211,0,n't allowed use word new title 's original character siuation joke entire movie,13
7212,1,frailty n't gory explicit child centered claustrophobic context frightening disturbing even punishing,12
7213,1,ambitious 'what ' works,4
7214,0,sweet enough liven predictable story leave even fans hip hop sorely disappointed,12
7215,1,rarely films come along intelligent exuberant moving monsoon wedding,9
7216,0,saccharine disposable,2
7217,1,alan fellow survivors idiosyncratic enough lift movie playwriting 101 premise,10
7218,0,cautionary tale folly superficiality endlessly superficial,6
7219,0,anemic pretentious,2
7220,0,whole thing comes like particularly amateurish episode bewitched takes place spring break,12
7221,1,although n't hate one 's good either safely recommended video dvd babysitter,12
7222,1,poetry motion captured film bit repetitive overall 's entertaining informative documentary,11
7223,1,confrontational stance todd solondz takes aim political correctness suburban families,10
7224,1,writer director mark romanek spotlights underlying caste system america 's scathing portrayal,12
7225,1,whenever threatens get bogged earnest dramaturgy stirring visual sequence like surge swirling rapids leap pinnacle pinnacle rouses us horses could fly surely 'd look like,25
7226,0,hampered paralyzed self indulgent script aims poetry ends sounding like satire,11
7227,1,overall cletis tout winning comedy excites imagination tickles funny bone,10
7228,1,compulsively watchable matter degraded things get,6
7229,0,movie thoughtlessly assembled,3
7230,1,really pan american movie moments genuine insight urban heart,9
7231,1,cast includes top actors working independent film lovely amazing involves us incisive bleakly amusing go lives,16
7232,0,original insightful last week 's episode behind music,8
7233,1,visually 'santa clause 2 ' wondrously creative,7
7234,1,road perdition display greatness 's worth seeing also comes laziness arrogance thing already knows 's won,16
7235,1,anderson uses hit or miss aesthetic hits often enough keep film entertaining even none makes lick sense,17
7236,0,rumor angels reveals sudsy tub supernatural hokum even ms redgrave 's noblest efforts redeem hopeless sentimentality,16
7237,0,director chef gabriele muccino keeps fast zippy comin ' ya fearing film molto superficiale,14
7238,1,'s solid affecting exactly thought provoking,6
7239,0,pace film slow obvious reasons becomes off putting,8
7240,0,evelyn may based true historically significant story filmmakers made every effort disguise unimaginative screenwriter 's invention,16
7241,1,functions revealing look collaborative process timely tongue in cheek profile corporate circus recording industry current climate mergers downsizing,18
7242,1,smart provocative blisteringly funny,4
7243,0,sex strangers shock many unblinking frankness missing moral filmmakers ' point deem necessary document emotional misery,16
7244,0,unambitious writing emerges movie using plot could come animated movie screenwriting textbook,12
7245,0,one unpleasant things studio ever produced,6
7246,0,interesting witness conflict palestinian side longley 's film lacks balance fails put struggle meaningful historical context,16
7247,0,'s mechanical endeavor never bothers question somebody might devote time see,11
7248,0,suspect 'll bored watching morvern callar characters go pack knitting needles,11
7249,1,eight legged freaks partly homage tarantula low budget b movie thrillers 1950s '60s movie silly sophomoric romp horror hellish conditions,20
7250,1,high melodrama 's emotionally engrossing thanks strong credible performances whole cast,11
7251,0,'ll go limb n't quite one worst movies year 's merely bad,12
7252,1,ice age wo n't drop jaw warm heart 'm giving strong thumbs,12
7253,0,late night cable sexploitation romp masquerading thriller ruthless social order governs college cliques,13
7254,0,strong filmmaking requires clear sense purpose oh so important category four feathers comes short,14
7255,1,broomfield turns distinctive 'blundering ' style something could really help clear case,12
7256,1,'re kind parent enjoys intentionally introducing kids films cause loads irreparable damage years years costly analysis could never fix one word decasia,22
7257,1,speaks eloquently symbiotic relationship art life,6
7258,1,although jackson doubtless reserving darkest hours return king long greater sense urgency two towers,14
7259,1,wild surreal stuff brilliant camera kind sits lets look like 're going one room next none relation,17
7260,0,unfunny comedy lot static set ups much camera movement scenes take place indoors formal settings motionless characters,17
7261,1,deliberately skillfully uses ambiguity suggest possibilities imbue theme added depth resonance,11
7262,0,although purportedly study modern alienation 's really little particularly slanted gay s m fantasy enervating deadeningly drawn out,18
7263,1,even builds insanely staged ballroom scene 3000 actors appear full regalia 's waltzed art film pantheon,16
7264,0,things really get weird though particularly scary movie portent content,10
7265,0,bites hard,2
7266,1,swallow absurdities crudities lagaan really enormously good fun,8
7267,1,jackson accomplished amazing technical level,5
7268,1,enough originality 'life ' distance pack paint by number romantic comedies often end cinema screens,15
7269,1,falls neatly category good stupid fun,6
7270,1,time existential drama without pretension associated term,7
7271,0,never seen first two films series ca n't compare friday next nothing would change fact load clams left broiling sun good three days,23
7272,0,yes given movie rating zero fans show consider diss consider 'perfection ',12
7273,0,anyone n't fangoria subscriber excited n't gone straight video,9
7274,1,first foremost reason go see blue crush phenomenal water born cinematography david hennings,13
7275,1,intelligent earnest intimate film drops ball pauses blunt exposition make sure 're getting metaphysical point,15
7276,1,takes simple premise carries unexpected heights,6
7277,1,mesmerizing performances leads keep film grounded keep audience riveted,9
7278,0,picture scored perversely cheerful marcus miller accordion harmonica banjo abomination monument bad florid variety,14
7279,1,coming of age film avoids cartoonish clich s sneering humor genre provides fresh view old type uncertain girl brink womanhood,20
7280,0,journey toward redemption feels like cinematic experiment full blown movie,10
7281,1,passionate irrational long suffering cruel tarantula helga figures prominently movie helps keep proceedings funny grown ups rugrats,17
7282,0,lame comedy,2
7283,1,poignant gently humorous parable loves characters communicates something rather beautiful human nature,12
7284,1,remarkable achival film shanghai places served jews escaped holocaust,9
7285,1,people want ol ' ball and chain want ball chain,10
7286,0,longer movie goes worse gets 's actually pretty good first minutes,11
7287,1,could become another cautionary fable allowed play clever charming tale pleasantly way self dramatizing characters,15
7288,0,jason x positively anti darwinian nine sequels 400 years later teens none wiser jason still kills auto pilot,18
7289,1,birthday girl walks tricky tightrope wickedly funny plain wicked,9
7290,0,amusing three minutes,3
7291,0,pure over the top trash john waters movie beat country mile,11
7292,1,scherfig writer director made film unabashedly hopeful actually makes heart soar yes soar,13
7293,1,though film never veers comic course unintentional parallels might inadvertently evoke memories emotions anything humorous,15
7294,1,direction script weaver 's performance vaguely discontented woman substance make mildly entertaining 77 minutes 's 're mood,17
7295,0,'s badly made every level 'm actually hard time believing people paid make,13
7296,0,taylor takes us ride 's consistently surprising easy watch oh dumb,11
7297,0,'opening ' play partly closed,5
7298,1,jolting charleston rhythms story sizzle old news finally found right vent accurate cares,13
7299,1,moving stark reminder casualties war reach much imagine,8
7300,0,ca n't decide wants mystery thriller romance comedy,8
7301,1,terrific performances great look funny little uneven cat 's meow 's good enough purr,14
7302,1,real star movie score songs translate well film 's really well directed,12
7303,1,messy emotions raging throughout three hour effort instantly recognizable allowing film paradoxically feel familiar foreign time,16
7304,1,sly game cat mouse 's intense thrilling times occasionally stretches believability limits relies predictable plot contrivances,16
7305,0,often lingers long irrelevant engaging gradually turns time long movie,10
7306,0,depth wading pool,3
7307,0,unless 're fanatic best advice 'scooby ' n't,8
7308,1,almost too spectacular coastal setting distracts slightly eccentric good naturedly aimless story,12
7309,0,definitely guilty pleasure b movie category reign fire incredibly inane laughingly enjoyable,12
7310,1,muckraking job cinematic equivalent legal indictment fairly effective one,9
7311,0,newcomer helmer kevin donovan hamstrung badly handled screenplay really amusing concept high tech tux transforms wearer superman,17
7312,1,'divertida enternecedora universal y profundamente sincera es una de las mejores comedias rom nticas en mucho tiempo una verdadera delicia ',21
7313,0,garbus discards potential pathological study exhuming instead skewed melodrama circumstantial situation,11
7314,0,takes somewhere 're likely seen beneath exotic surface exotic dancing 's surprisingly old fashioned,14
7315,0,minority report stinks,3
7316,1,sweet memorable film,3
7317,0,call film lump coal would flatter,6
7318,1,delia greta paula rank three multilayered sympathetic female characters year searches place world miller digs minds find unblinking flawed humanity,20
7319,0,stealing harvard n't care cleverness wit kind intelligent humor,9
7320,1,imagine o henry 's b gift magi b relocated scuzzy underbelly nyc 's drug scene merry friggin ' christmas,19
7321,0,tom green stages gags assaults america 's knee jerk moral sanctimony jackass lacks aspirations social upheaval,16
7322,1,brown sugar satisfying well made romantic comedy 's charming well acted guarantee leaving theater smile face,16
7323,1,chilling fascinating philippe mora 's modern hitler study snide prejudice,10
7324,1,83 minute document project started muddle seesawed back forth controlling interests multiple times found sweet spot,16
7325,1,perceptive good natured movie,4
7326,1,movie 's quiet affirmation neighborhood values gives honest lived in glow,11
7327,1,oddly compelling,2
7328,1,feel summer popcorn movie nothing deep substantial explosions jokes sexual innuendoes abound,12
7329,0,painfully unfunny farce traffics tired stereotypes encumbers complications bearing story,10
7330,0,movie loaded good intentions zeal squeeze action emotions all too familiar dramatic arc holocaust escape story minac drains movie individuality,20
7331,0,dogtown hollow self indulgent worst boring,6
7332,0,like invited classy dinner soiree knowing anyone leave way came tasty morsels belt new friends,15
7333,1,brash intelligent erotically perplexing haneke 's portrait upper class austrian society suppression tucked away demons uniquely felt sardonic jolt,19
7334,1,1960s rebellion misdirected ca n't fight culture,7
7335,0,h g wells time machine could take look kin 's reworked version would say 'it looks good sonny missed point ',21
7336,0,master disaster 's piece dreck disguised comedy,7
7337,1,gangster movie capacity surprise,4
7338,1,shainberg weaves carefully balanced scenario controlled neither character weirdly sympathetic manages tender darkly comic,14
7339,1,'s mostly pleasure watch reason self aware often self mocking intelligence,11
7340,1,amazing college story works even without vulgarity sex scenes cussing,10
7341,0,meandering glacially paced often plain dull,6
7342,1,delightful minor pastry movie,4
7343,1,divine secrets ya ya sisterhood may exactly divine 's definitely defiantly ya ya terrific songs spirited performances,17
7344,1,wo n't hold long haul moment finch 's tale provides forgettable pleasures saturday matinee,14
7345,1,completely spooky piece business gets skin plot blips aside stays duration,11
7346,0,lacks heart depth purpose,4
7347,1,quando tiros em columbine acerta o alvo com o perd o trocadilho n o h como negar o brilhantismo da argumenta o de seu diretor,25
7348,0,pleasant engaging enough sit trying best worlds ends falling short whole,11
7349,1,film belongs marvelous verdu sexy slip earth mother mourns tragedies private embraces life public,14
7350,1,story wraps back around kind elegant symmetry 's rare film today warned 's slow slog get,16
7351,1,daringly perceptive taut piercing feisty biggie tupac undeniably subversive involving bold presentation,12
7352,0,haneke 's script elfriede jelinek 's novel contrived unmotivated psychologically unpersuasive inconclusive ending,13
7353,0,better worse 'truth consequences n m ' interchangeable actioner imbecilic mafia toolbags botching routine assignment western backwater,17
7354,1,best seen speculative history much exploration paranoid impulse creative sequel warren report,12
7355,0,diaz applegate blair posey suitably kooky appeal women strip often enough keep men alert amused,15
7356,0,piccoli 's performance amazing yes symbols loss denial life at arm's length film seem irritatingly transparent,16
7357,0,forget misleading title 's unexplained baboon cameo,7
7358,1,captures raw comic energy one flamboyant female comics,8
7359,1,movie jolt seat couple times give laughs leave feeling like worth seven bucks even though turn bit cheat end,19
7360,1,agreeable time wasting device george pal 's low tech 1960 version still rules epochs,14
7361,1,footage rappers play prison interview suge knight two elements grab,10
7362,1,fine movie go see,4
7363,0,'s helpful listen extremist name calling regardless whether think kissinger calculating fiend slippery self promoter,15
7364,0,recognize zeus dog snatch make wish home watching movie instead theater watching one,13
7365,0,done mostly weak script ca n't support epic treatment,9
7366,0,'s bad premise bad movie,5
7367,1,energetic engaging film never pretends something n't,7
7368,0,kenneth branagh 's energetic sweet and sour performance curmudgeonly british playwright grounds overstuffed erratic dramedy improbably forbearing wife contend craziness child rearing los angeles,24
7369,1,isabelle huppert excels enigmatic mika anna mouglalis stunning new young talent one chabrol 's intense psychological mysteries,17
7370,0,really horrible drek,3
7371,1,schmidt nicholson 's goofy heartfelt mesmerizing king lear,8
7372,0,'s film idea buried somewhere inside fabric never clearly seen felt,11
7373,1,vera 's three actors moll gil bardem excel insightful empathetic performances,11
7374,0,characters come pantomimesque sterotypes,4
7375,1,works 're never sure ohlinger 's level merely dying delusional man trying get history books croaks,16
7376,0,n't mean much played skewed ever get hold entertained,9
7377,1,truly wonderful tale combined stunning animation,6
7378,1,introduction man 's theories influence derrida useless portrait artist endlessly inquisitive old man however 's invaluable,16
7379,0,trashy teen sleaze equivalent showgirls,5
7380,1,stylish thriller,2
7381,0,automatically pegs straight to video sci fi rental shelf,9
7382,0,sloppy slapstick throwback long gone bottom of the bill fare like ghost mr chicken,14
7383,1,n't expect surprises checklist teamwork cliches,6
7384,1,film 's highlight definitely screenplay rhapsodic dialogue jumps page memorable character creations,12
7385,0,god 'm behaving like idiot yes ben kingsley,8
7386,1,admirably dark first script brent hanley paxton making directorial feature debut strong measured work,14
7387,1,taut psychological thriller n't waste moment two hour running time,10
7388,1,oddly film n't nearly downbeat sounds strikes tone 's alternately melancholic hopeful strangely funny,14
7389,1,'ve never bought telemarketers bought movie,6
7390,0,human nature initially succeeds allowing go crazy ultimately fails spinning control,11
7391,1,simplicity way home equals side aesop,6
7392,0,sort thing work need agile performers proficient dull sorvino light touch rodan league,13
7393,1,journey difficult audience take protagonist yet 's potentially rewarding,9
7394,1,sometimes charming sometimes infuriating argentinean 'dramedy ' succeeds mainly shoulders actors,11
7395,0,welles groupie scholar peter bogdanovich took long time 's finally provided broadside publishing giant william randolph hearst,17
7396,1,intelligent moving invigorating film,4
7397,0,satire 's smug self congratulatory kind lets audience completely hook,10
7398,0,addition overcooked ham fisted direction actors reaching back row dialogue sounds like horrible poetry,14
7399,1,samuel beckett applied iranian voting process,6
7400,0,hoffman 's performance great subject matter goes nowhere,8
7401,1,cast comes even movie n't,5
7402,0,seems like something american european gay movies 20 years ago,10
7403,0,awkwardly garish showcase diverges anything remotely probing penetrating,8
7404,1,true tale courage complicity auschwitz harrowing drama tries tell unspeakable,10
7405,1,subtle visceral film never succumbs trap maudlin tearful offering instead unflinching gaze measure faith future,15
7406,1,poignant comedy offers food thought,5
7407,1,light yet engrossing piece lux eighties great combination act narrator jewish grandmother subject taking us film part biography part entertainment part history,22
7408,0,'s quality lesser harrison ford movie six days seven nights maybe dreadful sabrina remake,14
7409,1,compelling mix trial movie escape movie unexpected fable ensures film never feels draggy,13
7410,0,davis wants cause audience epiphany yet refuses give us real situations characters,12
7411,1,real movie real people gives us rare glimpse culture us n't know,12
7412,0,unspools like highbrow low key 102 minute infomercial blending entrepreneurial zeal testimony satisfied customers,14
7413,0,shocking reveals filmmaker 's bottomless pit self absorption,8
7414,1,halloween resurrection n't exactly quality cinema n't nearly terrible cold,10
7415,1,word comes mind watching eric rohmer 's tribute courageous scottish lady painterly,12
7416,0,may first cartoon ever look shown projection television screen sports bar,11
7417,0,parade almost perpetually wasted characters margarita feels like hazy high takes long shake,13
7418,0,comes like misdemeanor flat unconvincing drama never catches fire,9
7419,0,die another day intermittently entertaining 's hard sucker charms perhaps 's impossible feel nostalgia movies grew,16
7420,1,yes 's good remember fact even better,7
7421,0,chateau one funny joke decent ones amounts mildly funny sometimes tedious ultimately insignificant film,14
7422,0,sex ironically little story becomes something lame try evade responsibilities never ever leave large dog alone toddler never mind boobs fantasti,21
7423,1,director jackson strikes rewarding balance emotion human scale action effects spectacular scale,12
7424,0,'enigma ' good name movie delibrately obtuse unapproachable waste good performances,11
7425,0,unspeakable course barely begins describe plot complications vulgar optimistic title,10
7426,1,murderous maids lot going least brilliant performances testud parmentier,9
7427,1,film blunt indictment part perhaps surreal campaign bring kissinger trial crimes humanity,12
7428,1,exceptionally well acted diane lane richard gere,7
7429,1,without resorting camp parody haynes like sirk differently transformed rhetoric hollywood melodrama something provocative rich strange,16
7430,0,safe conduct however ambitious well intentioned fails hit entertainment bull's eye,11
7431,0,dog days august upon us think dog movie cinematic equivalent high humidity,12
7432,0,passably entertaining also mechanical joyless,5
7433,0,k 19 may hold lot water submarine epic holds even less turns elegiacally soggy saving private ryanovich,17
7434,1,'s rollicking adventure mateys regardless ages,6
7435,1,borstal boy n't especially realistic engaging nostalgia piece,8
7436,1,oh invigorating electric movie,4
7437,1,works well enough since thrills pop frequently dispatching cast often imaginative gory,12
7438,0,complete waste time,3
7439,0,movie mess start finish,4
7440,1,'d hard hearted person moved drama,6
7441,0,twist ends movie one emotional resonance twists getting irritating kind material filmmakers careful raising eyebrows,15
7442,0,moments real pleasure found sara sugarman 's whimsical comedy annie mary enough sustain film,14
7443,1,played ryan gosling danny frighteningly fascinating contradiction,7
7444,1,decent enough nail biter stands good chance big hit franklin needs stay afloat hollywood,14
7445,1,total success something true film addict want check bet,9
7446,0,seems content dog paddle mediocre end pool 's sad sick sight,11
7447,0,like hearst 's enormous yacht 's slow unwieldy takes long time reach destination,13
7448,0,baffling misfire possibly weakest movie woody allen made last twenty years,11
7449,0,aside fact film idiotically uses website feardotcom com improperly hammy performance poor stephen rea film gets added disdain fact nearly impossible look understand,23
7450,1,humorous artsy even cute off kilter dark vaguely disturbing way,10
7451,0,sheridan painfully bad fourth rate jim carrey n't understand difference dumb fun plain dumb,14
7452,1,comic gem delightful derivative,4
7453,0,filmmakers know please eye always prettiest pictures tell best story,10
7454,1,end computerized yoda finally reveals martial artistry film ascends kinetic life teeming even cranky adults may rediscover quivering kid inside,20
7455,1,film epic scale intimate feeling saga ups downs friendships,9
7456,1,vivid lead performances sustain interest empathy journey far interesting final destination,11
7457,0,like jaglom 's films honestly affecting seems contrived secondhand,9
7458,1,far worst thanks topical issues raises performances stewart hardy essential feature decent full on space battle,16
7459,0,bad film 's story live style,6
7460,1,literary desecrations go makes perfectly acceptable occasionally enjoyable children 's entertainment 'll forget monday though 're old enough developed taste kids,21
7461,1,story still seems timely important 's element heartbreak watching older wiser eyes know happen greene 's story ends,18
7462,1,begins conventional thriller evolves gorgeously atmospheric meditation life changing chance encounters,11
7463,1,best comedy concert movie 've seen since cho 's previous concert comedy film 'm one want 2000,17
7464,1,certain sexiness underlines even dullest tangents,6
7465,0,may add sum parts holofcener 's film offers enough insight keep simpleminded ensemble cast engaging enough keep shifting chair often,20
7466,1,tongue in cheek preposterousness always part part wilde 's droll whimsy helps earnest overcome weaknesses parker 's creative interference,19
7467,1,even foreign directors borrow stuff hollywood invariably shake formula make interesting,11
7468,0,sunk way much indulgence scene chewing teeth gnashing actorliness,9
7469,1,n't many conclusive answers film interesting story pointed personalities courage tragedy little guys vs big guys,16
7470,1,fascinating fun film,3
7471,1,superbly photographed staged mendes series riveting set pieces likes mainstream audiences rarely seen,13
7472,0,'s following dreams matter parents think socrates motions hemlock,9
7473,1,hashiguchi uses situation evoke japan bustling atop undercurrent loneliness isolation,10
7474,1,zhang yimou delivers warm genuine characters lie dishonesty genuinely believe 's way bring happiness loved ones,16
